angle_deg,freq_Hz,S11_re,S11_im,S21_re,S21_im,S11_dB,S21_dB
185.0,1080000000,5.023800000e-05,-3.541400000e-05,-1.918051000e-03,5.584890000e-04,-84.227371,-53.989368
185.0,1100000000,6.454000000e-06,-4.262000000e-05,1.677120000e-03,5.161977000e-03,-87.309266,-45.307859
185.0,1120000000,2.586200000e-05,1.637300000e-05,-3.242799000e-03,-4.527940000e-03,-90.282983,-45.083864
185.0,1140000000,5.327300000e-05,-1.169900000e-05,-5.585374000e-03,1.532600000e-03,-85.265307,-44.743688
185.0,1160000000,4.799900000e-05,-7.644000000e-06,1.143373000e-03,-1.190336000e-03,-86.266586,-55.647608
185.0,1180000000,4.065700000e-05,1.494900000e-05,6.354839000e-03,-4.993440000e-04,-87.266597,-43.911177
185.0,1200000000,7.616200000e-05,1.469100000e-05,-7.459317000e-03,-5.368125000e-03,-82.206578,-40.733583
185.0,1220000000,7.418200000e-05,-2.484700000e-05,-1.037782400e-02,2.788224000e-03,-82.132243,-39.375180
185.0,1240000000,7.746700000e-05,-6.108200000e-05,-5.258289000e-03,4.813315000e-03,-80.117913,-42.939858
185.0,1260000000,3.996800000e-05,-7.574000000e-05,1.392903400e-02,-2.429670000e-04,-81.346598,-37.120259
185.0,1280000000,1.001000000e-05,-2.759500000e-05,-5.201946000e-03,-6.658752000e-03,-90.646519,-41.463065
185.0,1300000000,7.658700000e-05,4.318300000e-05,-5.659352000e-03,-9.960850000e-04,-81.118014,-44.812170
185.0,1320000000,1.301210000e-04,-2.008500000e-05,-6.878830000e-04,1.524701000e-02,-77.610791,-36.327475
185.0,1340000000,8.118300000e-05,-8.662100000e-05,1.308280600e-02,5.164029000e-03,-78.509695,-37.037144
185.0,1360000000,2.981400000e-05,-8.922400000e-05,-2.644580000e-03,-4.068258000e-03,-80.530667,-46.281100
185.0,1380000000,1.026700000e-05,-5.461900000e-05,-9.366236000e-03,1.886441200e-02,-85.102318,-33.530159
185.0,1400000000,7.429400000e-05,-5.188000000e-06,1.150236200e-02,1.073819200e-02,-82.559799,-36.062264
185.0,1420000000,1.057530000e-04,-4.505200000e-05,-7.157740000e-04,-7.518851000e-03,-78.789861,-42.437790
185.0,1440000000,7.289400000e-05,-5.406800000e-05,6.348164000e-03,-4.386377000e-03,-80.842371,-42.251949
185.0,1460000000,8.034800000e-05,-1.189230000e-04,3.170038000e-03,1.524842200e-02,-76.861648,-36.151745
185.0,1480000000,5.673000000e-05,-7.777800000e-05,1.031781200e-02,2.588953000e-03,-80.330276,-39.463074
185.0,1500000000,6.047000000e-05,-2.546900000e-05,2.449280200e-02,-1.430328400e-02,-83.659975,-30.944841
185.0,1520000000,4.689800000e-05,-4.441600000e-05,-4.969382000e-03,-2.180787200e-02,-83.796345,-33.007886
185.0,1540000000,5.060600000e-05,-7.375800000e-05,1.653424000e-03,1.363734600e-02,-80.968443,-37.242027
185.0,1560000000,7.517300000e-05,-8.987200000e-05,1.211622800e-02,1.351020000e-02,-78.623941,-34.823707
185.0,1580000000,1.084570000e-04,-8.237300000e-05,1.545067600e-02,-1.698577800e-02,-77.316975,-32.779916
